Table_Title,Page,ARV_Drug,Other_Drug,Interaction_Effect,Recommendations,Additional_Details
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),53,Lenacapavir (LEN),,,,"None: Amiodarone, disopyramide, quinidine, ivabradine: Moderate
inhibition of P-gP potentially increases cardiac medication levels. | None_1: Amiodarone, disopyramide, quinidine, ivabradine: Do not
coadminister."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),53,Lenacapavir (LEN),,,,"None: CYP3A4 and P-gP induction associated with concomitant HIV
treatment potentially deceases LEN levels. | None_1: • Do not coadminister.
• Drug interactions with rilpivirine and doravirine are unlikely."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),53,Lenacapavir (LEN),,,,"None: CYP3A4 and P-gP inhibition potentially increases LEN levels. | None_1: • Do not coadminister.
• Drug interactions with darunavir boosted with COBI are
unlikely.
• Other boosted PIs should also be avoided due to late of data."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),53,Lenacapavir (LEN),,,,"None: CYP3A4 and P-gP induction associated with rifamycins potentially
decreases LEN levels. | None_1: • Rifampin: Concomitant use is contraindicated.
• Rifabutin, rifapentine: Coadministration is not recommended.
• Consider alternatives."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),53,Lenacapavir (LEN),,,,"None: • Moderate inhibition of CYP3A4 and P-gP potentially increases
corticosteroid concentrations and the related risk of Cushing’s
syndrome and adrenal suppression.
• Dexamethasone (systemic): Decreased LEN levels expected
with dexamethasone doses >16 mg/day. | None_1: • Dexamethasone, hydrocortisone (systemic): Initiate at lowest
dose and titrate slowly to achieve clinical effect; monitor for
adverse effects.
• Dexamethasone (systemic): Do not coadminister with
dexamethasone doses >16 mg/day."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),53,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 potentially increases ergotamine
derivative levels. | None_1: Do not coadminister."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),54,Lenacapavir (LEN),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),54,Lenacapavir (LEN),,,,None: CYP3A4 and P-gP induction potentially decreases LEN levels. | None_1: Do not coadminister.
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),54,Lenacapavir (LEN),,,,"None: Lovastatin, simvastatin, lomitapide: Moderate inhibition of
CYP3A4 and P-gP potentially increases levels. | None_1: • Simvastatin, lovastatin: Initiate at lowest dose and titrate to
achieve clinical effect; monitor closely for statin toxicity.
• Lomitapide: Concomitant use is contraindicated."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),54,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 potentially increases opioid levels. | None_1: • Monitor for therapeutic effects and adverse reactions
associated with CYP3A-metabolized opioid analgesics,
including potentially fatal respiratory depression.
• Tramadol: Consider tramadol dose reduction with concomitant
use."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),54,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 and P-gP potentially increases
methadone or buprenorphine levels. | None_1: • Patients initiating MAT while already on LEN: Initiate MAT at
lowest initial or maintenance dose.
• Patients initiating LEN while already on MAT: MAT dose
adjustments may be needed.
• Monitor for excess sedation and/or respiratory depression."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),54,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 potentially increases naloxegol
levels. | None_1: Avoid concomitant use. If use is required, decrease naloxegol
dose and monitor for adverse effects."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),54,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 and P-gP potentially increases
PDE5 inhibitor levels. | None_1: For pulmonary hypertension:
• Tadalafil: Concomitant use is not recommended.
• For other medications, refer to dosing guidelines.
For erectile dysfunction, refer to prescribing information and
guidance listed below:
• Avanafil: Do not coadminister.
• Sildenafil: Start with 25 mg every 48 hours; monitor for
adverse effects.
• Tadalafil: Start with 5 mg and do not exceed 10 mg every 72
hours; monitor for adverse effects.
Vardenafil: Administer 2.5 mg every 72 hours; monitor for
adverse effects."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),54,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 and P-gP potentially increases
sedative levels. | None_1: Use with caution; monitor for excess sedation."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),54,Lenacapavir (LEN),,,,None: Modafinil: CYP3A4 induction may reduce LEN levels. | None_1: Modafinil: Consider alternative ADHD medications.
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),54,Lenacapavir (LEN),,,,None: Modafinil: CYP3A4 induction may reduce LEN levels. | None_1: Modafinil: Consider alternative ADHD medications.
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),55,Lenacapavir (LEN),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),55,Lenacapavir (LEN),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),55,Lenacapavir (LEN),,,,None: Mechanism of Action | None_1: Clinical Comments
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),55,Lenacapavir (LEN),,,,"None: DOAC levels potentially increase due to effect on CYP3A4 and P-
gP. | None_1: • No dose adjustment needed; monitor for increased risk of
bleeding.
• Refer to DOAC prescribing information for use with moderate
CYP3A4 and P-gP inhibitors."
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),55,Lenacapavir (LEN),,,,None: Moderate inhibition of P-gP potentially increases digoxin levels. | None_1: Monitor digoxin concentrations when using with LEN.
Table 19A: Lenacapavir (LEN) Interactions When Used for HIV Treatment [a] (also see prescribing information),55,Lenacapavir (LEN),,,,"None: Carbamazepine, eslicarbazepine, oxcarbazepine, phenobarbital,
phenytoin, primidone: CYP3A4 and P-gP induction potentially
decreases LEN levels. | None_1: Carbamazepine, oxcarbazepine, phenytoin (strong CYP3A4
inducers):
• Consider alternative anticonvulsants such as levetiracetam.
• At initiation of strong CYP3A4 inducer in patients already using
LEN PrEP, see Table 4 of the Yeztugo prescribing information
(page 6) for instructions on administering a supplemental dose
of LEN PrEP.
• After stopping use of strong CYP3A4 inducer, continue to
administer LEN PrEP every 6 months as scheduled without
supplemental subcutaneous or oral dosing. Supplemental
dosing only continues until the patient has stopped the
inducer.
Eslicarbazepine, phenobarbital, primidone (moderate CYP3A4
inducers):
• Consider alternative anticonvulsants such as levetiracetam.
• At initiation of moderate CYP3A4 inducer in patients already
using LEN PrEP, see Table 5 of the Yeztugo prescribing
information (page 6) for instructions on administering a
supplemental dose of LEN PrEP.
• After stopping use of moderate CYP3A4 inducer, continue to
administer LEN PrEP every 6 months as scheduled without
supplemental subcutaneous dosing. Supplemental dosing only
continues until the patient has stopped the inducer."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",56,Lenacapavir (LEN),,,,None: Mechanism of Action | None_1: Clinical Comments
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",56,Lenacapavir (LEN),,,,"None: Pimozide: Moderate inhibition of P-gP potentially increases
pimozide levels. | None_1: Pimozide: Do not coadminister."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",56,Lenacapavir (LEN),,,,"None: Amiodarone, disopyramide, quinidine, ivabradine: Moderate
inhibition of P-gP potentially increases cardiac medication levels. | None_1: Amiodarone, disopyramide, quinidine, ivabradine: Do not
coadminister."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",56,Lenacapavir (LEN),,,,"None: CYP3A4 and P-gP induction associated with rifamycins potentially
decreases LEN levels. | None_1: • At initiation of strong CYP3A4 inducer in patients already using
LEN PrEP, see Table 4 of the Yeztugo prescribing information
(page 6) for instructions on administering a supplemental dose
of LEN PrEP.
• After stopping use of strong CYP3A4 inducer, continue to
administer LEN PrEP every 6 months as scheduled without
supplemental subcutaneous or oral dosing. Supplemental
dosing only continues until the patient has stopped the
inducer."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",56,Lenacapavir (LEN),,,,"None: • Moderate inhibition of CYP3A4 and P-gP potentially increases
corticosteroid concentrations and the related risk of Cushing’s
syndrome and adrenal suppression.
• Dexamethasone (systemic): Decreased LEN levels expected
with dexamethasone doses >16 mg/day. | None_1: Dexamethasone (doses >16 mg/day):
• At initiation of moderate CYP3A4 inducer in patients already
using LEN PrEP, see Table 5 of the Yeztugo prescribing
information (page 6) for instructions on administering a
supplemental dose of LEN PrEP.
• After stopping use of moderate CYP3A4 inducer, continue to
administer LEN PrEP every 6 months as scheduled without
supplemental subcutaneous dosing. Supplemental dosing only
continues until the patient has stopped the inducer."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",56,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 potentially increases ergotamine
derivative levels. | None_1: Do not coadminister."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",56,Lenacapavir (LEN),,,,"None: CYP3A4 and P-gP induction potentially decreases LEN levels. | None_1: Do not coadminister. Consider other alternatives to LEN for HIV
prevention."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",56,Lenacapavir (LEN),,,,"None: Lovastatin, simvastatin, lomitapide: Moderate inhibition of
CYP3A4 and P-gP potentially increases levels. | None_1: • Simvastatin, lovastatin: Initiate at lowest dose and titrate to
achieve clinical effect; monitor closely for statin toxicity.
• Lomitapide: Concomitant use is contraindicated."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",56,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 potentially increases opioid levels. | None_1: • Monitor for therapeutic effects and adverse reactions
associated with CYP3A-metabolized opioid analgesics,
including potentially fatal respiratory depression.
• Tramadol: Consider tramadol dose reduction with concomitant
use."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",57,Lenacapavir (LEN),,,,None: Mechanism of Action | None_1: Clinical Comments
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",57,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 and P-gP potentially increases
methadone or buprenorphine levels. | None_1: • Patients initiating MAT while already on LEN: Initiate MAT at
lowest initial or maintenance dose.
• Patients initiating LEN while already on MAT: MAT dose
adjustments may be needed.
• Monitor for excess sedation and/or respiratory depression."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",57,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 potentially increases naloxegol
levels. | None_1: Avoid concomitant use. If use is required, decrease naloxegol
dose and monitor for adverse effects."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",57,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 and P-gP potentially increases
PDE5 inhibitor levels. | None_1: For pulmonary hypertension:
• Tadalafil: Concomitant use is not recommended.
• For other medications, refer to dosing guidelines.
For erectile dysfunction, refer to prescribing information and
guidance listed below:
• Avanafil: Do not coadminister.
• Sildenafil: Start with 25 mg every 48 hours; monitor for
adverse effects.
• Tadalafil: Start with 5 mg and do not exceed 10 mg every 72
hours; monitor for adverse effects.
Vardenafil: Administer 2.5 mg every 72 hours; monitor for
adverse effects."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",57,Lenacapavir (LEN),,,,"None: Moderate inhibition of CYP3A4 and P-gP potentially increases
sedative levels. | None_1: Use with caution; monitor for excess sedation."
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",57,Lenacapavir (LEN),,,,None: Modafinil: CYP3A4 induction may reduce LEN levels. | None_1: Modafinil: Consider alternative ADHD medications.
"Table 19B: Lenacapavir (LEN) Interactions When Used for HIV Prevention [a,b] (also see prescribing information)",57,Lenacapavir (LEN),,,,None: Modafinil: CYP3A4 induction may reduce LEN levels. | None_1: Modafinil: Consider alternative ADHD medications.
Untitled Table,58,Not Specified,,,,
Table 20: Common Oral Antibiotics (also see prescribing information),59,Common Oral Antibiotics (also see prescribing information),,,,"Table 20: Common Oral Antibiotics (also see prescribing information): → Penicillins, cephalosporins, tetracyclines, macrolides, fluoroquinolones, sulfamethoxazole-trimethoprim [a], linezolid, dapsone"
Table 20: Common Oral Antibiotics (also see prescribing information),59,Common Oral Antibiotics (also see prescribing information),,,,"Table 20: Common Oral Antibiotics (also see prescribing information): → Penicillins, cephalosporins, tetracyclines, macrolides, fluoroquinolones, sulfamethoxazole-trimethoprim [a], linezolid, dapsone | None: Mechanism of Action | None_1: Clinical Comments"
Table 20: Common Oral Antibiotics (also see prescribing information),59,Common Oral Antibiotics (also see prescribing information),,,,"Table 20: Common Oral Antibiotics (also see prescribing information): → Penicillins, cephalosporins, tetracyclines, macrolides, fluoroquinolones, sulfamethoxazole-trimethoprim [a], linezolid, dapsone | None: • No significant interactions are expected.
• Penicillins and cefalexin are eliminated mainly by organic anion
transporters, so may compete with TDF for active tubular
excretion, thus increasing concentrations of both drugs.
Because of limited duration of most penicillin regimens,
significance of this interaction is expected to be minimal. | None_1: No dose adjustments are necessary."
Table 20: Common Oral Antibiotics (also see prescribing information),59,Common Oral Antibiotics (also see prescribing information),,,,"Table 20: Common Oral Antibiotics (also see prescribing information): → Penicillins, cephalosporins, tetracyclines, macrolides, fluoroquinolones, sulfamethoxazole-trimethoprim [a], linezolid, dapsone | None: Macrolides: Coadministration may increase RPV levels. | None_1: Macrolides: Consider alternatives. Increased RPV levels when
combined with macrolides may lead to increased risk of torsades
de pointes."
Table 20: Common Oral Antibiotics (also see prescribing information),59,Common Oral Antibiotics (also see prescribing information),,,,"Table 20: Common Oral Antibiotics (also see prescribing information): → Penicillins, cephalosporins, tetracyclines, macrolides, fluoroquinolones, sulfamethoxazole-trimethoprim [a], linezolid, dapsone | None: Macrolides: Coadministration may increase RPV levels. | None_1: Macrolides: Consider alternatives. Increased RPV levels when
combined with macrolides may lead to increased risk of torsades
de pointes."
Table 20: Common Oral Antibiotics (also see prescribing information),59,Common Oral Antibiotics (also see prescribing information),,,,"Table 21: Antihypertensive Medications (also see prescribing information): → Angiotensin-converting enzyme (ACE) inhibitors [a], angiotensin II receptor blockers (ARBs), calcium channel blockers (CCBs), beta blockers, direct renin inhibitors,"
Table 20: Common Oral Antibiotics (also see prescribing information),59,Common Oral Antibiotics (also see prescribing information),,,,Table 21: Antihypertensive Medications (also see prescribing information): diuretics
Table 20: Common Oral Antibiotics (also see prescribing information),59,Common Oral Antibiotics (also see prescribing information),,,,Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None: Mechanism of Action | None_1: Clinical Comments
Table 20: Common Oral Antibiotics (also see prescribing information),59,Common Oral Antibiotics (also see prescribing information),,,,Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None: No significant interactions are expected. | None_1: No dose adjustments are necessary.
Table 20: Common Oral Antibiotics (also see prescribing information),59,Common Oral Antibiotics (also see prescribing information),,,,"Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None: • Atenolol is eliminated via OCT2 and MATE1, which are
inhibited by DTG and BIC. Coadministration may increase
atenolol levels.
• ACE inhibitors, ARBs, CCBs, aliskiren, diuretics: No significant
interactions are expected. | None_1: • Atenolol:
‒ Start at lower atenolol dose and titrate slowly to achieve
clinical effect.
‒ If patient is already using atenolol but starting DTG or BIC,
monitor for atenolol-related adverse effects.
‒ Reduce atenolol dose if necessary or switch to another ARV."
Table 21: Antihypertensive Medications (also see prescribing information),60,Antihypertensive Medications (also see prescribing information),,,,"Table 21: Antihypertensive Medications (also see prescribing information): → Angiotensin-converting enzyme (ACE) inhibitors [a], angiotensin II receptor blockers (ARBs), calcium channel blockers (CCBs), beta blockers, direct renin inhibitors,"
Table 21: Antihypertensive Medications (also see prescribing information),60,Antihypertensive Medications (also see prescribing information),,,,Table 21: Antihypertensive Medications (also see prescribing information): diuretics
Table 21: Antihypertensive Medications (also see prescribing information),60,Antihypertensive Medications (also see prescribing information),,,,Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None: Mechanism of Action | None_1: Clinical Comments
Table 21: Antihypertensive Medications (also see prescribing information),60,Antihypertensive Medications (also see prescribing information),,,,"Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None_1: • ACE inhibitors, ARBs, CCBs, aliskiren, diuretics: No dose
adjustments are necessary."
Table 21: Antihypertensive Medications (also see prescribing information),60,Antihypertensive Medications (also see prescribing information),,,,"Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None: • Aliskiren: P-gP inhibitors, including boosted EVG, decrease
aliskiren elimination, increasing adverse effects of medication.
• Atenolol: COBI-boosted EVG may increase atenolol
concentrations via inhibition of MATE1 elimination.
• CCBs: COBI-boosted EVG may increase CCB concentrations by
as much as 50%.
• ACE inhibitors, ARBs, beta blockers, carvedilol, diuretics: No
significant interactions are expected. | None_1: • Aliskiren: Do not coadminister.
• Atenolol:
‒ Start patient at lowest possible dose and titrate slowly to
achieve clinical effect while monitoring for adverse effects.
‒ If patient is already using atenolol but starting COBI-boosted
EVG, monitor for atenolol-related adverse effects. Reduce
atenolol dose as needed.
• CCBs: When using with boosted EVG, decrease original CCB
dose by as much as 50% and titrate slowly to achieve clinical
effect.
• Beta blockers other than atenolol, diuretics: No dose
adjustments are necessary."
Table 21: Antihypertensive Medications (also see prescribing information),60,Antihypertensive Medications (also see prescribing information),,,,"Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None: • Aliskiren: Boosted PIs inhibit Pg-P, which may decrease
aliskiren elimination, increasing risk of adverse effects.
• Atenolol:
‒ COBI-boosted PIs may increase atenolol via inhibition of
MATE1 elimination.
‒ Similar interaction is not seen with RTV-boosted PIs.
• CCBs: Boosted PIs may increase CCB concentrations by as
much as 50%.
• ACE inhibitors, ARBs, beta blockers, carvedilol, diuretics: No
significant interactions are expected. | None_1: • Aliskiren: Do not coadminister.
• Atenolol:
‒ Start at lowest possible dose and titrate slowly to achieve
clinical effect while monitoring for adverse effects.
‒ If patient is already using atenolol but starting COBI-boosted
PI, monitor for atenolol-related adverse effects and reduce
atenolol dose as needed.
‒ RTV is the preferred PK booster when patient is also using
atenolol.
• CCBs: When using with boosted PIs, decrease original CCB dose
by as much as 50% and titrate slowly to achieve clinical effect.
• ACE inhibitors, ARBs, beta blockers, diuretics: No dose
adjustments are necessary."
Table 21: Antihypertensive Medications (also see prescribing information),60,Antihypertensive Medications (also see prescribing information),,,,"Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None: • Aliskiren: ETR is minor P-gP inhibitor and may minimally
increase aliskiren concentrations, but this has not been
studied.
• ACE inhibitors, ARBs, CCBs, diuretics: No significant
interactions are expected. | None_1: • Aliskiren: When using with ETR, monitor for aliskiren-related
adverse effects; switch to alternative antihypertensive
medicine or ARV if necessary.
• ACE inhibitors, ARBs, beta blockers, CCBs, diuretics: No dose
adjustments are necessary."
Table 21: Antihypertensive Medications (also see prescribing information),60,Antihypertensive Medications (also see prescribing information),,,,"Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None: • Aliskiren: ETR is minor P-gP inhibitor and may minimally
increase aliskiren concentrations, but this has not been
studied.
• ACE inhibitors, ARBs, CCBs, diuretics: No significant
interactions are expected. | None_1: • Aliskiren: When using with ETR, monitor for aliskiren-related
adverse effects; switch to alternative antihypertensive
medicine or ARV if necessary.
• ACE inhibitors, ARBs, beta blockers, CCBs, diuretics: No dose
adjustments are necessary."
Table 21: Antihypertensive Medications (also see prescribing information),61,Antihypertensive Medications (also see prescribing information),,,,"Table 21: Antihypertensive Medications (also see prescribing information): → Angiotensin-converting enzyme (ACE) inhibitors [a], angiotensin II receptor blockers (ARBs), calcium channel blockers (CCBs), beta blockers, direct renin inhibitors,"
Table 21: Antihypertensive Medications (also see prescribing information),61,Antihypertensive Medications (also see prescribing information),,,,Table 21: Antihypertensive Medications (also see prescribing information): diuretics
Table 21: Antihypertensive Medications (also see prescribing information),61,Antihypertensive Medications (also see prescribing information),,,,Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None: Mechanism of Action | None_1: Clinical Comments
Table 21: Antihypertensive Medications (also see prescribing information),61,Antihypertensive Medications (also see prescribing information),,,,Table 21: Antihypertensive Medications (also see prescribing information): diuretics | None: Mechanism of Action | None_1: Clinical Comments
Table 21: Antihypertensive Medications (also see prescribing information),61,Antihypertensive Medications (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs)"
Table 21: Antihypertensive Medications (also see prescribing information),61,Antihypertensive Medications (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs) | None: Mechanism of Action | None_1: Clinical Comments"
Table 21: Antihypertensive Medications (also see prescribing information),61,Antihypertensive Medications (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs) | None: No significant interactions are expected. | None_1: No dose adjustments are necessary."
Table 21: Antihypertensive Medications (also see prescribing information),61,Antihypertensive Medications (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs) | None: • Warfarin: Metabolism of warfarin could potentially decrease
(or more rarely) increase.
• Rivaroxaban, dabigatran, apixaban: Concentrations may
increase, increasing bleeding risk.
• LMWHs: No significant interactions are expected. | None_1: • Warfarin: Use cautiously with warfarin; if use is necessary,
increase INR monitoring.
‒ If INR increases, decrease warfarin dose.
‒ If INR decreases, increase warfarin dose slowly.
• Rivaroxaban: Do not coadminister.
• Apixaban: Reduce apixaban dose to 2.5 mg twice per day; if
patient is already taking 2.5 mg twice per day, avoid
concomitant use.
• Dabigatran:
‒ In patients with good renal function, no dose adjustments
are necessary.
‒ In patients with moderate to severe renal dysfunction, do
not use this combination.
‒ Consider switching to another ARV regimen without booster
to avoid interaction.
• Edoxaban:
‒ For stroke prevention in patients with nonvalvular atrial
fibrillation: No dose adjustments are necessary."
Table 22: Anticoagulants (also see prescribing information),62,Anticoagulants (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs)"
Table 22: Anticoagulants (also see prescribing information),62,Anticoagulants (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs) | None: Mechanism of Action | None_1: Clinical Comments"
Table 22: Anticoagulants (also see prescribing information),62,Anticoagulants (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs) | None_1: ‒ For patients with DVT and PE: Administer edoxaban 30 mg
once daily.
• LMWHs: No dose adjustments are necessary."
Table 22: Anticoagulants (also see prescribing information),62,Anticoagulants (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs) | None: • Warfarin: Metabolism of warfarin could potentially decrease
(or more rarely) increase.
• Rivaroxaban, dabigatran, apixaban: Concentrations may
increase, increasing bleeding risk.
• LMWHs: No significant interactions are expected. | None_1: • Avoid concomitant use or use lowest effective dose of factor
Xa inhibitor to avoid increased bleeding risk.
• Warfarin: Use cautiously with warfarin; if use is necessary,
increase INR monitoring.
‒ If INR increases, decrease warfarin dose.
‒ If INR decreases, increase warfarin dose slowly.
• Rivaroxaban: Do not coadminister.
• Apixaban: Reduce apixaban dose to 2.5 mg twice per day; if
patient is already taking 2.5 mg twice per day, avoid
concomitant use.
• Dabigatran:
‒ Separate doses of dabigatran and boosted PIs by at least 2
hours.
‒ RTV boosting of PIs may be safer than COBI boosting with
concomitant dabigatran [Kakadiya, et al. 2018].
‒ Avoid dabigatran in patients with renal impairment (CrCl
<50 mL/min) who are taking boosted PIs.
• Edoxaban:
‒ For stroke prevention in patients with nonvalvular atrial
fibrillation: No dose adjustments are necessary.
‒ For DVT and PE: Administer edoxaban 30 mg once daily.
• LMWHs: No dose adjustments are necessary."
Table 22: Anticoagulants (also see prescribing information),62,Anticoagulants (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs) | None: • Warfarin: Metabolism of warfarin could potentially increase
(or more rarely) decrease).
• NOACs, LMWHs: EFV may reduce levels of NOACs metabolized
via CYP3A4. | None_1: • Use cautiously with warfarin; if use is necessary, increase INR
monitoring.
‒ If INR increases, decrease warfarin dose.
‒ If INR decreases, increase warfarin dose slowly.
• NOACs, LMWHs: Avoid NOACs with EFV and NVP; use
alternative HIV regimen."
Table 22: Anticoagulants (also see prescribing information),62,Anticoagulants (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs) | None: DOAC levels potentially increase due to effect on CYP3A4 and P-
gP. | None_1: • No dose adjustment needed; monitor for increased risk of
bleeding.
• Refer to DOAC prescribing information for use with moderate
CYP3A4 and P-gP inhibitors."
Table 22: Anticoagulants (also see prescribing information),63,Anticoagulants (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs)"
Table 22: Anticoagulants (also see prescribing information),63,Anticoagulants (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs) | None: Mechanism of Action | None_1: Clinical Comments"
Table 22: Anticoagulants (also see prescribing information),63,Anticoagulants (also see prescribing information),,,,"Table 22: Anticoagulants (also see prescribing information): → Warfarin, non-VKA oral anticoagulants (NOACs), low molecular weight heparins (LMWHs) | None: Mechanism of Action | None_1: Clinical Comments"
Table 22: Anticoagulants (also see prescribing information),63,Anticoagulants (also see prescribing information),,,,"Table 23: Antiplatelet Medications (also see prescribing information): → Adenosine phosphate receptor inhibitors, cilostazol, dipyridamole"
Table 22: Anticoagulants (also see prescribing information),63,Anticoagulants (also see prescribing information),,,,"Table 23: Antiplatelet Medications (also see prescribing information): → Adenosine phosphate receptor inhibitors, cilostazol, dipyridamole | None: Mechanism of Action | None_1: Clinical Comments"
Table 22: Anticoagulants (also see prescribing information),63,Anticoagulants (also see prescribing information),,,,"Table 23: Antiplatelet Medications (also see prescribing information): → Adenosine phosphate receptor inhibitors, cilostazol, dipyridamole | None: No significant interactions are expected. | None_1: No dose adjustments are necessary."
